Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
01.01.2015;02.01.2015;-;-;-;-
02.01.2015;03.01.2015;-;-;-;-
03.01.2015;04.01.2015;-;-;-;-
04.01.2015;05.01.2015;-;-;-;-
05.01.2015;06.01.2015;-;-;-;-
06.01.2015;07.01.2015;-;-;-;-
07.01.2015;08.01.2015;-;-;-;-
08.01.2015;09.01.2015;-;-;-;-
09.01.2015;10.01.2015;-;-;-;-
10.01.2015;11.01.2015;-;-;-;-
11.01.2015;12.01.2015;-;-;-;-
12.01.2015;13.01.2015;-;-;-;-
13.01.2015;14.01.2015;-;-;-;-
14.01.2015;15.01.2015;-;-;-;-
15.01.2015;16.01.2015;-;-;-;-
16.01.2015;17.01.2015;-;-;-;-
17.01.2015;18.01.2015;-;-;-;-
18.01.2015;19.01.2015;-;-;-;-
19.01.2015;20.01.2015;-;-;-;-
20.01.2015;21.01.2015;-;-;-;-
21.01.2015;22.01.2015;-;-;-;-
22.01.2015;23.01.2015;-;-;-;-
23.01.2015;24.01.2015;-;-;-;-
24.01.2015;25.01.2015;-;-;-;-
25.01.2015;26.01.2015;-;-;-;-
26.01.2015;27.01.2015;-;-;-;-
27.01.2015;28.01.2015;-;-;-;-
28.01.2015;29.01.2015;-;-;-;-
29.01.2015;30.01.2015;-;-;-;-
30.01.2015;31.01.2015;-;-;-;-
31.01.2015;01.02.2015;-;-;-;-
01.02.2015;02.02.2015;-;-;-;-
02.02.2015;03.02.2015;-;-;-;-
03.02.2015;04.02.2015;-;-;-;-
04.02.2015;05.02.2015;-;-;-;-
05.02.2015;06.02.2015;-;-;-;-
06.02.2015;07.02.2015;-;-;-;-
07.02.2015;08.02.2015;-;-;-;-
08.02.2015;09.02.2015;-;-;-;-
09.02.2015;10.02.2015;-;-;-;-
10.02.2015;11.02.2015;-;-;-;-
11.02.2015;12.02.2015;-;-;-;-
12.02.2015;13.02.2015;-;-;-;-
13.02.2015;14.02.2015;-;-;-;-
14.02.2015;15.02.2015;-;-;-;-
15.02.2015;16.02.2015;-;-;-;-
16.02.2015;17.02.2015;-;-;-;-
17.02.2015;18.02.2015;-;-;-;-
18.02.2015;19.02.2015;-;-;-;-
19.02.2015;20.02.2015;-;-;-;-
20.02.2015;21.02.2015;-;-;-;-
21.02.2015;22.02.2015;-;-;-;-
22.02.2015;23.02.2015;-;-;-;-
23.02.2015;24.02.2015;-;-;-;-
24.02.2015;25.02.2015;-;-;-;-
25.02.2015;26.02.2015;-;-;-;-
26.02.2015;27.02.2015;-;-;-;-
27.02.2015;28.02.2015;-;-;-;-
28.02.2015;01.03.2015;-;-;-;-
01.03.2015;02.03.2015;-;-;-;-
02.03.2015;03.03.2015;-;-;-;-
03.03.2015;04.03.2015;-;-;-;-
04.03.2015;05.03.2015;-;-;-;-
05.03.2015;06.03.2015;-;-;-;-
06.03.2015;07.03.2015;-;-;-;-
07.03.2015;08.03.2015;-;-;-;-
08.03.2015;09.03.2015;-;-;-;-
09.03.2015;10.03.2015;-;-;-;-
10.03.2015;11.03.2015;-;-;-;-
11.03.2015;12.03.2015;-;-;-;-
12.03.2015;13.03.2015;-;-;-;-
13.03.2015;14.03.2015;-;-;-;-
14.03.2015;15.03.2015;-;-;-;-
15.03.2015;16.03.2015;-;-;-;-
16.03.2015;17.03.2015;-;-;-;-
17.03.2015;18.03.2015;-;-;-;-
18.03.2015;19.03.2015;-;-;-;-
19.03.2015;20.03.2015;-;-;-;-
20.03.2015;21.03.2015;-;-;-;-
21.03.2015;22.03.2015;-;-;-;-
22.03.2015;23.03.2015;-;-;-;-
23.03.2015;24.03.2015;-;-;-;-
24.03.2015;25.03.2015;-;-;-;-
25.03.2015;26.03.2015;-;-;-;-
26.03.2015;27.03.2015;-;-;-;-
27.03.2015;28.03.2015;-;-;-;-
28.03.2015;29.03.2015;-;-;-;-
29.03.2015;30.03.2015;-;-;-;-
30.03.2015;31.03.2015;-;-;-;-
31.03.2015;01.04.2015;-;-;-;-
01.04.2015;02.04.2015;-;-;-;-
02.04.2015;03.04.2015;-;-;-;-
03.04.2015;04.04.2015;-;-;-;-
04.04.2015;05.04.2015;-;-;-;-
05.04.2015;06.04.2015;-;-;-;-
06.04.2015;07.04.2015;-;-;-;-
07.04.2015;08.04.2015;-;-;-;-
08.04.2015;09.04.2015;-;-;-;-
09.04.2015;10.04.2015;-;-;-;-
10.04.2015;11.04.2015;-;-;-;-
11.04.2015;12.04.2015;-;-;-;-
12.04.2015;13.04.2015;-;-;-;-
13.04.2015;14.04.2015;-;-;-;-
14.04.2015;15.04.2015;-;-;-;-
15.04.2015;16.04.2015;-;-;-;-
16.04.2015;17.04.2015;-;-;-;-
17.04.2015;18.04.2015;-;-;-;-
18.04.2015;19.04.2015;-;-;-;-
19.04.2015;20.04.2015;-;-;-;-
20.04.2015;21.04.2015;-;-;-;-
21.04.2015;22.04.2015;-;-;-;-
22.04.2015;23.04.2015;-;-;-;-
23.04.2015;24.04.2015;-;-;-;-
24.04.2015;25.04.2015;-;-;-;-
25.04.2015;26.04.2015;-;-;-;-
26.04.2015;27.04.2015;-;-;-;-
27.04.2015;28.04.2015;-;-;-;-
28.04.2015;29.04.2015;-;-;-;-
29.04.2015;30.04.2015;-;-;-;-
30.04.2015;01.05.2015;-;-;-;-
01.05.2015;02.05.2015;-;-;-;-
02.05.2015;03.05.2015;-;-;-;-
03.05.2015;04.05.2015;-;-;-;-
04.05.2015;05.05.2015;-;-;-;-
05.05.2015;06.05.2015;-;-;-;-
06.05.2015;07.05.2015;-;-;-;-
07.05.2015;08.05.2015;-;-;-;-
08.05.2015;09.05.2015;-;-;-;-
09.05.2015;10.05.2015;-;-;-;-
10.05.2015;11.05.2015;-;-;-;-
11.05.2015;12.05.2015;-;-;-;-
12.05.2015;13.05.2015;-;-;-;-
13.05.2015;14.05.2015;-;-;-;-
14.05.2015;15.05.2015;-;-;-;-
15.05.2015;16.05.2015;-;-;-;-
16.05.2015;17.05.2015;-;-;-;-
17.05.2015;18.05.2015;-;-;-;-
18.05.2015;19.05.2015;-;-;-;-
19.05.2015;20.05.2015;-;-;-;-
20.05.2015;21.05.2015;-;-;-;-
21.05.2015;22.05.2015;-;-;-;-
22.05.2015;23.05.2015;-;-;-;-
23.05.2015;24.05.2015;-;-;-;-
24.05.2015;25.05.2015;-;-;-;-
25.05.2015;26.05.2015;-;-;-;-
26.05.2015;27.05.2015;-;-;-;-
27.05.2015;28.05.2015;-;-;-;-
28.05.2015;29.05.2015;-;-;-;-
29.05.2015;30.05.2015;-;-;-;-
30.05.2015;31.05.2015;-;-;-;-
31.05.2015;01.06.2015;-;-;-;-
01.06.2015;02.06.2015;-;-;-;-
02.06.2015;03.06.2015;-;-;-;-
03.06.2015;04.06.2015;-;-;-;-
04.06.2015;05.06.2015;-;-;-;-
05.06.2015;06.06.2015;-;-;-;-
06.06.2015;07.06.2015;-;-;-;-
07.06.2015;08.06.2015;-;-;-;-
08.06.2015;09.06.2015;-;-;-;-
09.06.2015;10.06.2015;-;-;-;-
10.06.2015;11.06.2015;-;-;-;-
11.06.2015;12.06.2015;-;-;-;-
12.06.2015;13.06.2015;-;-;-;-
13.06.2015;14.06.2015;-;-;-;-
14.06.2015;15.06.2015;-;-;-;-
15.06.2015;16.06.2015;-;-;-;-
16.06.2015;17.06.2015;-;-;-;-
17.06.2015;18.06.2015;-;-;-;-
18.06.2015;19.06.2015;-;-;-;-
19.06.2015;20.06.2015;-;-;-;-
20.06.2015;21.06.2015;-;-;-;-
21.06.2015;22.06.2015;-;-;-;-
22.06.2015;23.06.2015;-;-;-;-
23.06.2015;24.06.2015;-;-;-;-
24.06.2015;25.06.2015;-;-;-;-
25.06.2015;26.06.2015;-;-;-;-
26.06.2015;27.06.2015;-;-;-;-
27.06.2015;28.06.2015;-;-;-;-
28.06.2015;29.06.2015;-;-;-;-
29.06.2015;30.06.2015;-;-;-;-
30.06.2015;01.07.2015;-;-;-;-
01.07.2015;02.07.2015;-;-;-;-
02.07.2015;03.07.2015;-;-;-;-
03.07.2015;04.07.2015;-;-;-;-
04.07.2015;05.07.2015;-;-;-;-
05.07.2015;06.07.2015;-;-;-;-
06.07.2015;07.07.2015;-;-;-;-
07.07.2015;08.07.2015;-;-;-;-
08.07.2015;09.07.2015;-;-;-;-
09.07.2015;10.07.2015;-;-;-;-
10.07.2015;11.07.2015;-;-;-;-
11.07.2015;12.07.2015;-;-;-;-
12.07.2015;13.07.2015;-;-;-;-
13.07.2015;14.07.2015;-;-;-;-
14.07.2015;15.07.2015;-;-;-;-
15.07.2015;16.07.2015;-;-;-;-
16.07.2015;17.07.2015;-;-;-;-
17.07.2015;18.07.2015;-;-;-;-
18.07.2015;19.07.2015;-;-;-;-
19.07.2015;20.07.2015;-;-;-;-
20.07.2015;21.07.2015;-;-;-;-
21.07.2015;22.07.2015;-;-;-;-
22.07.2015;23.07.2015;-;-;-;-
23.07.2015;24.07.2015;-;-;-;-
24.07.2015;25.07.2015;-;-;-;-
25.07.2015;26.07.2015;-;-;-;-
26.07.2015;27.07.2015;-;-;-;-
27.07.2015;28.07.2015;-;-;-;-
28.07.2015;29.07.2015;-;-;-;-
29.07.2015;30.07.2015;-;-;-;-
30.07.2015;31.07.2015;-;-;-;-
31.07.2015;01.08.2015;-;-;-;-
01.08.2015;02.08.2015;-;-;-;-
02.08.2015;03.08.2015;-;-;-;-
03.08.2015;04.08.2015;-;-;-;-
04.08.2015;05.08.2015;-;-;-;-
05.08.2015;06.08.2015;-;-;-;-
06.08.2015;07.08.2015;-;-;-;-
07.08.2015;08.08.2015;-;-;-;-
08.08.2015;09.08.2015;-;-;-;-
09.08.2015;10.08.2015;-;-;-;-
10.08.2015;11.08.2015;-;-;-;-
11.08.2015;12.08.2015;-;-;-;-
12.08.2015;13.08.2015;-;-;-;-
13.08.2015;14.08.2015;-;-;-;-
14.08.2015;15.08.2015;-;-;-;-
15.08.2015;16.08.2015;-;-;-;-
16.08.2015;17.08.2015;-;-;-;-
17.08.2015;18.08.2015;-;-;-;-
18.08.2015;19.08.2015;-;-;-;-
19.08.2015;20.08.2015;-;-;-;-
20.08.2015;21.08.2015;-;-;-;-
21.08.2015;22.08.2015;-;-;-;-
22.08.2015;23.08.2015;-;-;-;-
23.08.2015;24.08.2015;-;-;-;-
24.08.2015;25.08.2015;-;-;-;-
25.08.2015;26.08.2015;-;-;-;-
26.08.2015;27.08.2015;-;-;-;-
27.08.2015;28.08.2015;-;-;-;-
28.08.2015;29.08.2015;-;-;-;-
29.08.2015;30.08.2015;-;-;-;-
30.08.2015;31.08.2015;-;-;-;-
31.08.2015;01.09.2015;-;-;-;-
01.09.2015;02.09.2015;-;-;-;-
02.09.2015;03.09.2015;-;-;-;-
03.09.2015;04.09.2015;-;-;-;-
04.09.2015;05.09.2015;-;-;-;-
05.09.2015;06.09.2015;-;-;-;-
06.09.2015;07.09.2015;-;-;-;-
07.09.2015;08.09.2015;-;-;-;-
08.09.2015;09.09.2015;-;-;-;-
09.09.2015;10.09.2015;-;-;-;-
10.09.2015;11.09.2015;-;-;-;-
11.09.2015;12.09.2015;-;-;-;-
12.09.2015;13.09.2015;-;-;-;-
13.09.2015;14.09.2015;-;-;-;-
14.09.2015;15.09.2015;-;-;-;-
15.09.2015;16.09.2015;-;-;-;-
16.09.2015;17.09.2015;-;-;-;-
17.09.2015;18.09.2015;-;-;-;-
18.09.2015;19.09.2015;-;-;-;-
19.09.2015;20.09.2015;-;-;-;-
20.09.2015;21.09.2015;-;-;-;-
21.09.2015;22.09.2015;-;-;-;-
22.09.2015;23.09.2015;-;-;-;-
23.09.2015;24.09.2015;-;-;-;-
24.09.2015;25.09.2015;-;-;-;-
25.09.2015;26.09.2015;-;-;-;-
26.09.2015;27.09.2015;-;-;-;-
27.09.2015;28.09.2015;-;-;-;-
28.09.2015;29.09.2015;-;-;-;-
29.09.2015;30.09.2015;-;-;-;-
30.09.2015;01.10.2015;-;-;-;-
01.10.2015;02.10.2015;-;-;-;-
02.10.2015;03.10.2015;-;-;-;-
03.10.2015;04.10.2015;-;-;-;-
04.10.2015;05.10.2015;-;-;-;-
05.10.2015;06.10.2015;-;-;-;-
06.10.2015;07.10.2015;-;-;-;-
07.10.2015;08.10.2015;-;-;-;-
08.10.2015;09.10.2015;-;-;-;-
09.10.2015;10.10.2015;-;-;-;-
10.10.2015;11.10.2015;-;-;-;-
11.10.2015;12.10.2015;-;-;-;-
12.10.2015;13.10.2015;-;-;-;-
13.10.2015;14.10.2015;-;-;-;-
14.10.2015;15.10.2015;-;-;-;-
15.10.2015;16.10.2015;-;-;-;-
16.10.2015;17.10.2015;-;-;-;-
17.10.2015;18.10.2015;-;-;-;-
18.10.2015;19.10.2015;-;-;-;-
19.10.2015;20.10.2015;-;-;-;-
20.10.2015;21.10.2015;-;-;-;-
21.10.2015;22.10.2015;-;-;-;-
22.10.2015;23.10.2015;-;-;-;-
23.10.2015;24.10.2015;-;-;-;-
24.10.2015;25.10.2015;-;-;-;-
25.10.2015;26.10.2015;-;-;-;-
26.10.2015;27.10.2015;-;-;-;-
27.10.2015;28.10.2015;-;-;-;-
28.10.2015;29.10.2015;-;-;-;-
29.10.2015;30.10.2015;-;-;-;-
30.10.2015;31.10.2015;-;-;-;-
31.10.2015;01.11.2015;-;-;-;-
01.11.2015;02.11.2015;-;-;-;-
02.11.2015;03.11.2015;-;-;-;-
03.11.2015;04.11.2015;-;-;-;-
04.11.2015;05.11.2015;-;-;-;-
05.11.2015;06.11.2015;-;-;-;-
06.11.2015;07.11.2015;-;-;-;-
07.11.2015;08.11.2015;-;-;-;-
08.11.2015;09.11.2015;-;-;-;-
09.11.2015;10.11.2015;-;-;-;-
10.11.2015;11.11.2015;-;-;-;-
11.11.2015;12.11.2015;-;-;-;-
12.11.2015;13.11.2015;-;-;-;-
13.11.2015;14.11.2015;-;-;-;-
14.11.2015;15.11.2015;-;-;-;-
15.11.2015;16.11.2015;-;-;-;-
16.11.2015;17.11.2015;-;-;-;-
17.11.2015;18.11.2015;-;-;-;-
18.11.2015;19.11.2015;-;-;-;-
19.11.2015;20.11.2015;-;-;-;-
20.11.2015;21.11.2015;-;-;-;-
21.11.2015;22.11.2015;-;-;-;-
22.11.2015;23.11.2015;-;-;-;-
23.11.2015;24.11.2015;-;-;-;-
24.11.2015;25.11.2015;-;-;-;-
25.11.2015;26.11.2015;-;-;-;-
26.11.2015;27.11.2015;-;-;-;-
27.11.2015;28.11.2015;-;-;-;-
28.11.2015;29.11.2015;-;-;-;-
29.11.2015;30.11.2015;-;-;-;-
30.11.2015;01.12.2015;-;-;-;-
01.12.2015;02.12.2015;-;-;-;-
02.12.2015;03.12.2015;-;-;-;-
03.12.2015;04.12.2015;-;-;-;-
04.12.2015;05.12.2015;-;-;-;-
05.12.2015;06.12.2015;-;-;-;-
06.12.2015;07.12.2015;-;-;-;-
07.12.2015;08.12.2015;-;-;-;-
08.12.2015;09.12.2015;-;-;-;-
09.12.2015;10.12.2015;-;-;-;-
10.12.2015;11.12.2015;-;-;-;-
11.12.2015;12.12.2015;-;-;-;-
12.12.2015;13.12.2015;-;-;-;-
13.12.2015;14.12.2015;-;-;-;-
14.12.2015;15.12.2015;-;-;-;-
15.12.2015;16.12.2015;-;-;-;-
16.12.2015;17.12.2015;-;-;-;-
17.12.2015;18.12.2015;-;-;-;-
18.12.2015;19.12.2015;-;-;-;-
19.12.2015;20.12.2015;-;-;-;-
20.12.2015;21.12.2015;-;-;-;-
21.12.2015;22.12.2015;-;-;-;-
22.12.2015;23.12.2015;-;-;-;-
23.12.2015;24.12.2015;-;-;-;-
24.12.2015;25.12.2015;-;-;-;-
25.12.2015;26.12.2015;-;-;-;-
26.12.2015;27.12.2015;-;-;-;-
27.12.2015;28.12.2015;-;-;-;-
28.12.2015;29.12.2015;-;-;-;-
29.12.2015;30.12.2015;-;-;-;-
30.12.2015;31.12.2015;-;-;-;-
31.12.2015;01.01.2016;215.330,50;51.721,00;156.681,00;6.928,50
01.01.2016;02.01.2016;85.292,75;19.966,00;58.345,75;6.981,00
02.01.2016;03.01.2016;284.386,75;52.314,75;225.812,75;6.259,25
03.01.2016;04.01.2016;313.318,00;53.912,75;256.010,25;3.395,00
04.01.2016;05.01.2016;257.146,00;55.068,25;198.180,75;3.897,00
05.01.2016;06.01.2016;234.747,75;54.818,00;174.917,25;5.012,50
06.01.2016;07.01.2016;191.412,25;53.685,00;130.792,25;6.935,00
07.01.2016;08.01.2016;249.981,25;54.867,25;188.864,75;6.249,25
08.01.2016;09.01.2016;270.835,75;32.064,00;224.515,50;14.256,25
09.01.2016;10.01.2016;146.357,50;39.998,75;99.480,75;6.878,00
10.01.2016;11.01.2016;218.196,25;51.742,25;158.978,75;7.475,25
11.01.2016;12.01.2016;111.417,75;31.092,50;75.891,75;4.433,50
12.01.2016;13.01.2016;146.330,50;25.566,00;114.288,50;6.476,00
13.01.2016;14.01.2016;142.453,00;22.629,00;114.774,75;5.049,25
14.01.2016;15.01.2016;136.547,75;27.612,00;93.963,00;14.972,75
15.01.2016;16.01.2016;81.948,75;17.388,00;59.716,50;4.844,25
16.01.2016;17.01.2016;119.036,75;29.526,00;79.832,75;9.678,00
17.01.2016;18.01.2016;78.375,75;17.561,50;53.560,75;7.253,50
18.01.2016;19.01.2016;81.025,25;24.850,75;46.614,75;9.559,75
19.01.2016;20.01.2016;116.127,00;30.837,50;76.362,50;8.927,00
20.01.2016;21.01.2016;73.238,00;13.779,25;52.455,50;7.003,25
21.01.2016;22.01.2016;39.439,00;12.238,50;20.274,50;6.926,00
22.01.2016;23.01.2016;168.344,00;44.746,75;113.629,25;9.968,00
23.01.2016;24.01.2016;150.768,25;35.627,50;111.546,75;3.594,00
24.01.2016;25.01.2016;164.866,00;49.235,50;110.723,00;4.907,50
25.01.2016;26.01.2016;198.912,25;52.647,75;137.142,75;9.121,75
26.01.2016;27.01.2016;287.522,75;54.021,50;218.661,50;14.839,75
27.01.2016;28.01.2016;384.910,75;56.399,75;318.467,00;10.044,00
28.01.2016;29.01.2016;296.292,75;58.030,50;225.895,00;12.367,25
29.01.2016;30.01.2016;384.124,00;57.309,50;311.798,75;15.015,75
30.01.2016;31.01.2016;358.307,00;58.001,25;288.299,50;12.006,25
31.01.2016;01.02.2016;305.359,75;53.921,50;243.602,00;7.836,25
01.02.2016;02.02.2016;305.195,25;42.719,50;257.891,50;4.584,25
02.02.2016;03.02.2016;415.956,25;47.625,25;356.203,50;12.127,50
03.02.2016;04.02.2016;339.797,25;54.748,25;273.944,50;11.104,50
04.02.2016;05.02.2016;179.430,25;34.003,75;137.447,50;7.979,00
05.02.2016;06.02.2016;178.925,50;42.900,00;129.545,00;6.480,50
06.02.2016;07.02.2016;289.371,75;59.160,00;206.349,00;23.862,75
07.02.2016;08.02.2016;328.411,50;60.671,75;248.957,00;18.782,75
08.02.2016;09.02.2016;410.735,25;58.414,50;338.736,50;13.584,25
09.02.2016;10.02.2016;267.367,25;38.745,00;216.967,00;11.655,25
10.02.2016;11.02.2016;167.162,00;25.850,50;129.336,75;11.974,75
11.02.2016;12.02.2016;169.371,50;27.537,25;126.127,50;15.706,75
12.02.2016;13.02.2016;50.651,50;3.073,50;23.537,25;24.040,75
13.02.2016;14.02.2016;120.710,25;26.920,00;75.910,00;17.880,25
14.02.2016;15.02.2016;247.063,25;58.304,75;175.752,50;13.006,00
15.02.2016;16.02.2016;177.881,50;38.235,25;125.955,50;13.690,75
16.02.2016;17.02.2016;59.176,75;10.795,00;26.413,00;21.968,75
17.02.2016;18.02.2016;160.437,75;40.080,00;101.812,75;18.545,00
18.02.2016;19.02.2016;83.260,00;19.254,75;36.771,75;27.233,50
19.02.2016;20.02.2016;98.235,25;24.706,25;59.068,00;14.461,00
20.02.2016;21.02.2016;304.701,00;59.333,50;235.916,50;9.451,00
21.02.2016;22.02.2016;292.099,00;52.968,25;234.454,50;4.676,25
22.02.2016;23.02.2016;296.586,25;56.765,25;223.588,50;16.232,50
23.02.2016;24.02.2016;212.508,75;53.037,50;145.257,50;14.213,75
24.02.2016;25.02.2016;183.723,75;39.286,75;116.657,00;27.780,00
25.02.2016;26.02.2016;129.433,25;29.132,25;77.200,75;23.100,25
26.02.2016;27.02.2016;80.192,75;8.226,25;37.177,00;34.789,50
27.02.2016;28.02.2016;66.885,25;425,50;28.790,50;37.669,25
28.02.2016;29.02.2016;83.932,00;7.994,25;47.042,50;28.895,25
29.02.2016;01.03.2016;87.764,75;3.597,00;66.412,75;17.755,00
01.03.2016;02.03.2016;158.758,25;41.890,75;100.682,75;16.184,75
02.03.2016;03.03.2016;167.944,00;26.248,00;131.206,75;10.489,25
03.03.2016;04.03.2016;65.916,25;6.517,00;40.082,25;19.317,00
04.03.2016;05.03.2016;177.962,00;39.504,00;108.616,50;29.841,50
05.03.2016;06.03.2016;69.336,75;8.496,75;42.024,75;18.815,25
06.03.2016;07.03.2016;68.614,25;9.182,50;38.556,75;20.875,00
07.03.2016;08.03.2016;61.814,00;7.307,75;30.113,50;24.392,75
08.03.2016;09.03.2016;73.877,00;9.683,75;37.234,00;26.959,25
09.03.2016;10.03.2016;191.575,75;41.705,00;108.163,75;41.707,00
10.03.2016;11.03.2016;116.886,50;20.494,50;65.996,00;30.396,00
11.03.2016;12.03.2016;69.693,75;6.602,75;38.705,00;24.386,00
12.03.2016;13.03.2016;58.434,50;3.964,25;28.016,50;26.453,75
13.03.2016;14.03.2016;72.497,00;3.207,25;42.066,50;27.223,25
14.03.2016;15.03.2016;75.993,75;5.992,00;30.026,00;39.975,75
15.03.2016;16.03.2016;93.396,75;17.234,75;62.855,25;13.306,75
16.03.2016;17.03.2016;132.697,00;12.377,50;78.112,75;42.206,75
17.03.2016;18.03.2016;101.737,75;10.052,50;35.324,50;56.360,75
18.03.2016;19.03.2016;158.632,25;34.858,75;74.391,25;49.382,25
19.03.2016;20.03.2016;125.584,75;32.467,25;65.858,00;27.259,50
20.03.2016;21.03.2016;242.003,50;52.002,25;161.748,75;28.252,50
21.03.2016;22.03.2016;230.024,25;51.340,50;157.421,50;21.262,25
22.03.2016;23.03.2016;162.808,50;35.033,00;101.547,75;26.227,75
23.03.2016;24.03.2016;145.279,50;27.435,50;87.713,25;30.130,75
24.03.2016;25.03.2016;80.783,25;13.005,25;34.874,75;32.903,25
25.03.2016;26.03.2016;135.961,25;26.208,25;97.733,75;12.019,25
26.03.2016;27.03.2016;190.140,25;42.589,50;114.977,25;32.573,50
27.03.2016;28.03.2016;247.756,25;50.658,75;163.172,50;33.925,00
28.03.2016;29.03.2016;325.529,75;56.512,00;233.375,50;35.642,25
29.03.2016;30.03.2016;242.386,25;42.170,75;159.326,25;40.889,25
30.03.2016;31.03.2016;211.797,75;37.840,75;147.232,00;26.725,00
31.03.2016;01.04.2016;88.153,75;9.109,50;37.351,00;41.693,25
01.04.2016;02.04.2016;86.758,00;7.677,75;39.861,50;39.218,75
02.04.2016;03.04.2016;151.767,00;20.348,50;70.192,25;61.226,25
03.04.2016;04.04.2016;132.133,75;23.075,50;60.349,00;48.709,25
04.04.2016;05.04.2016;135.996,75;29.299,25;61.676,75;45.020,75
05.04.2016;06.04.2016;105.067,75;16.690,75;48.074,50;40.302,50
06.04.2016;07.04.2016;253.810,50;47.439,75;169.932,50;36.438,25
07.04.2016;08.04.2016;293.057,75;55.138,00;206.595,50;31.324,25
08.04.2016;09.04.2016;91.988,50;9.244,75;50.046,75;32.697,00
09.04.2016;10.04.2016;81.250,75;13.786,75;30.894,25;36.569,75
10.04.2016;11.04.2016;162.440,50;33.169,00;91.669,75;37.601,75
11.04.2016;12.04.2016;243.106,00;48.850,50;129.588,50;64.667,00
12.04.2016;13.04.2016;153.755,50;32.756,25;74.703,25;46.296,00
13.04.2016;14.04.2016;66.251,00;2.362,25;22.175,75;41.713,00
14.04.2016;15.04.2016;65.113,25;974,25;13.716,25;50.422,75
15.04.2016;16.04.2016;91.136,50;3.364,75;61.859,25;25.912,50
16.04.2016;17.04.2016;203.494,50;23.603,75;146.023,00;33.867,75
17.04.2016;18.04.2016;181.240,75;34.695,50;113.855,50;32.689,75
18.04.2016;19.04.2016;260.403,50;51.368,75;163.453,50;45.581,25
19.04.2016;20.04.2016;303.805,25;49.799,75;203.654,00;50.351,50
20.04.2016;21.04.2016;194.492,25;22.184,75;101.967,25;70.340,25
21.04.2016;22.04.2016;127.254,50;9.870,75;43.060,00;74.323,75
22.04.2016;23.04.2016;187.155,75;26.751,50;97.869,75;62.534,50
23.04.2016;24.04.2016;154.197,00;32.306,25;86.501,75;35.389,00
24.04.2016;25.04.2016;136.122,75;18.435,75;61.651,25;56.035,75
25.04.2016;26.04.2016;151.305,25;14.814,00;86.782,00;49.709,25
26.04.2016;27.04.2016;128.782,75;10.928,75;76.116,50;41.737,50
27.04.2016;28.04.2016;178.618,50;38.447,50;96.162,00;44.009,00
28.04.2016;29.04.2016;132.422,50;14.931,25;59.592,25;57.899,00
29.04.2016;30.04.2016;218.410,75;46.352,50;111.826,50;60.231,75
30.04.2016;01.05.2016;124.648,25;23.371,75;40.974,75;60.301,75
01.05.2016;02.05.2016;109.701,75;1.595,75;58.013,75;50.092,25
02.05.2016;03.05.2016;116.302,50;22.985,25;27.475,25;65.842,00
03.05.2016;04.05.2016;140.277,00;23.792,00;72.460,25;44.024,75
04.05.2016;05.05.2016;93.742,75;2.670,75;21.873,50;69.198,50
05.05.2016;06.05.2016;131.649,50;18.442,75;39.742,75;73.464,00
06.05.2016;07.05.2016;223.211,00;41.370,00;100.536,50;81.304,50
07.05.2016;08.05.2016;241.727,50;48.467,75;110.372,75;82.887,00
08.05.2016;09.05.2016;279.280,00;53.447,75;142.765,75;83.066,50
09.05.2016;10.05.2016;267.006,25;50.308,50;135.596,75;81.101,00
10.05.2016;11.05.2016;211.718,50;44.571,50;103.238,25;63.908,75
11.05.2016;12.05.2016;233.351,00;48.985,00;109.217,50;75.148,50
12.05.2016;13.05.2016;218.136,75;43.982,00;126.245,25;47.909,50
13.05.2016;14.05.2016;161.961,50;30.937,50;82.672,25;48.351,75
14.05.2016;15.05.2016;261.117,75;53.227,50;149.054,50;58.835,75
15.05.2016;16.05.2016;249.640,00;48.083,50;142.611,00;58.945,50
16.05.2016;17.05.2016;173.756,00;29.053,75;93.782,25;50.920,00
17.05.2016;18.05.2016;155.717,75;24.427,50;81.608,25;49.682,00
18.05.2016;19.05.2016;109.853,75;12.579,50;31.951,50;65.322,75
19.05.2016;20.05.2016;61.114,50;6.086,50;18.804,00;36.224,00
20.05.2016;21.05.2016;149.518,25;29.517,25;66.164,25;53.836,75
21.05.2016;22.05.2016;139.088,50;24.013,00;45.314,00;69.761,50
22.05.2016;23.05.2016;184.002,75;17.552,25;89.264,75;77.185,75
23.05.2016;24.05.2016;104.443,00;26.409,00;41.358,75;36.675,25
24.05.2016;25.05.2016;111.850,50;30.718,25;65.970,00;15.162,25
25.05.2016;26.05.2016;56.095,00;3.116,25;7.159,25;45.819,50
26.05.2016;27.05.2016;73.499,75;1.958,75;6.783,50;64.757,50
27.05.2016;28.05.2016;72.465,25;6.326,50;14.005,50;52.133,25
28.05.2016;29.05.2016;112.958,50;14.460,50;37.599,50;60.898,50
29.05.2016;30.05.2016;158.993,50;33.144,25;75.234,00;50.615,25
30.05.2016;31.05.2016;189.009,75;47.215,75;101.673,00;40.121,00
31.05.2016;01.06.2016;130.385,00;31.077,00;43.332,50;55.975,50
01.06.2016;02.06.2016;154.059,00;40.324,50;83.093,00;30.641,50
