Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
28.03.2022;04.04.2022;764.709,50;199.796,00;415.838,50;1.966.127,25;820.411,75;28.371,25;665.501,75;2.173.134,75;1.517.006,50;1.125.864,00;195.340,50;258.840,50
04.04.2022;11.04.2022;770.768,00;212.752,25;693.129,00;4.527.881,00;918.597,75;24.280,50;673.670,50;1.604.859,50;853.276,25;689.223,50;183.465,50;216.759,50
11.04.2022;18.04.2022;770.178,50;225.068,00;359.575,75;1.296.615,00;1.652.185,25;25.792,75;667.748,50;2.018.966,25;968.124,25;786.931,25;197.440,25;246.603,25
18.04.2022;25.04.2022;768.255,50;209.151,50;506.475,00;1.921.906,50;1.599.642,75;25.597,75;665.953,00;1.964.360,25;672.070,25;644.809,50;166.044,50;237.934,50
25.04.2022;02.05.2022;769.459,00;223.551,50;128.404,50;584.297,25;1.469.830,00;24.301,75;667.251,25;2.226.991,25;1.220.882,25;976.740,00;114.388,25;216.029,25
02.05.2022;09.05.2022;765.069,00;238.508,75;121.380,00;482.582,00;1.650.131,00;20.009,25;585.514,25;2.143.606,75;1.136.160,00;579.715,25;119.557,50;197.699,00
09.05.2022;16.05.2022;749.862,75;270.531,00;405.144,00;1.694.070,25;1.926.475,25;19.315,50;433.780,25;1.850.602,00;609.708,25;434.850,50;199.234,75;211.252,00
16.05.2022;23.05.2022;744.343,50;323.654,25;272.899,00;1.464.176,00;1.801.251,25;19.157,00;430.017,00;1.839.262,25;715.409,50;457.229,50;189.503,25;208.058,75
23.05.2022;30.05.2022;747.004,75;317.642,50;672.544,25;2.616.405,25;1.511.201,00;19.175,75;513.084,50;1.505.777,00;439.470,75;344.064,25;204.060,75;206.475,00
30.05.2022;06.06.2022;759.479,25;299.437,75;176.639,75;844.075,25;1.784.557,50;18.710,75;590.174,25;2.193.362,75;633.023,50;626.199,75;200.264,50;226.917,50
06.06.2022;13.06.2022;727.370,50;321.468,75;433.690,75;1.224.531,25;1.740.067,00;18.700,25;434.707,50;2.055.257,50;605.574,50;400.460,25;169.147,50;198.713,50
13.06.2022;20.06.2022;712.837,25;298.609,25;240.453,75;1.080.897,75;2.123.638,25;18.117,25;443.870,00;1.995.486,50;811.887,00;360.865,00;223.957,75;201.506,50
20.06.2022;27.06.2022;726.865,00;301.784,00;198.991,50;847.168,25;1.818.871,00;17.703,25;504.005,75;2.081.449,00;1.108.812,75;445.078,50;210.101,25;197.131,00
27.06.2022;04.07.2022;721.578,00;301.370,00;276.477,25;959.182,25;1.761.694,75;18.400,00;658.567,25;2.145.608,75;1.090.313,50;735.913,50;206.694,25;184.408,50
04.07.2022;11.07.2022;731.677,00;280.746,25;557.729,75;1.774.686,25;1.609.025,25;17.994,75;661.786,25;1.921.248,75;1.029.986,25;583.971,50;233.632,25;197.093,50
11.07.2022;18.07.2022;732.101,25;237.755,50;353.144,75;1.173.980,25;1.896.509,25;17.368,00;659.161,00;1.932.153,00;966.627,50;903.483,75;231.751,50;215.789,25
18.07.2022;25.07.2022;715.530,25;259.021,25;372.682,75;858.604,00;1.885.879,00;17.580,25;661.645,50;2.049.081,50;938.710,00;1.295.405,50;256.242,25;217.750,75
25.07.2022;01.08.2022;719.403,50;264.305,25;335.197,75;1.202.046,00;1.651.141,50;17.854,75;663.210,00;2.111.184,00;981.143,50;958.977,75;200.885,50;195.007,50
01.08.2022;08.08.2022;720.197,50;243.004,25;283.540,75;798.906,25;1.825.260,00;17.510,50;656.264,25;2.139.748,75;1.184.593,75;376.633,25;208.341,75;157.537,75
08.08.2022;15.08.2022;717.711,50;238.445,00;92.794,50;865.456,25;1.993.376,75;18.123,50;666.744,75;1.928.261,75;1.157.125,00;322.418,25;233.471,50;219.946,25
15.08.2022;22.08.2022;717.121,25;262.048,25;187.210,25;584.453,00;1.333.153,75;17.864,00;665.406,75;1.947.708,00;1.181.438,25;578.765,50;164.591,25;189.478,00
22.08.2022;29.08.2022;722.575,75;249.803,00;325.042,50;867.464,75;1.455.576,00;17.977,50;666.075,75;2.040.511,50;1.417.740,00;601.065,50;145.547,50;223.493,75
29.08.2022;05.09.2022;732.158,75;222.684,50;428.741,75;1.283.294,00;1.514.870,00;18.604,50;669.934,25;1.990.581,00;1.376.193,25;609.949,00;199.778,75;210.167,00
05.09.2022;12.09.2022;726.843,50;240.193,25;328.082,75;1.253.174,25;1.160.093,00;18.987,25;669.095,00;2.153.472,50;1.468.119,25;454.679,25;179.825,75;197.587,50
12.09.2022;19.09.2022;735.006,75;256.231,50;680.466,75;2.234.128,50;931.009,50;19.090,00;673.318,75;1.788.003,75;1.159.834,75;396.400,50;213.696,50;207.883,50
19.09.2022;26.09.2022;759.255,50;257.469,50;359.800,75;734.274,00;1.134.970,25;19.476,25;680.851,75;2.167.665,25;1.614.269,25;525.140,75;188.783,00;214.788,50
26.09.2022;03.10.2022;747.888,50;270.971,00;515.352,00;2.111.020,00;750.915,25;19.699,75;677.149,50;1.853.835,75;1.339.947,50;383.159,25;223.603,00;211.255,50
03.10.2022;10.10.2022;731.459,25;310.047,75;689.499,00;2.250.617,25;1.104.631,25;19.414,75;672.561,50;1.943.241,75;959.139,50;284.810,75;273.233,25;211.572,00
10.10.2022;17.10.2022;711.129,75;259.792,00;457.611,00;1.336.705,50;781.856,50;19.302,00;675.970,00;2.166.875,75;1.320.603,50;539.447,50;228.961,75;190.515,50
17.10.2022;24.10.2022;751.740,25;217.318,25;476.195,75;1.708.813,75;694.756,50;19.845,25;578.426,00;1.951.503,25;863.074,75;631.807,75;212.001,50;200.576,00
24.10.2022;31.10.2022;774.663,00;262.463,50;522.613,00;2.030.234,75;713.264,75;18.742,00;460.443,50;1.988.064,75;399.410,75;534.076,75;192.458,25;207.131,50
31.10.2022;07.11.2022;778.757,25;231.061,25;761.758,25;2.663.284,25;545.432,50;22.785,75;667.162,00;1.778.403,75;615.241,50;432.132,00;218.162,25;220.280,00
07.11.2022;14.11.2022;787.907,25;220.283,00;714.940,75;2.805.553,75;542.191,50;24.289,25;669.898,75;2.047.682,25;966.468,00;382.915,00;234.363,25;208.598,00
14.11.2022;21.11.2022;765.980,50;216.864,75;593.154,25;2.365.673,00;329.982,50;24.840,50;664.155,50;2.368.980,25;1.651.940,50;490.264,75;254.950,00;188.566,25
21.11.2022;28.11.2022;769.429,25;220.740,75;658.493,25;1.890.943,00;306.965,50;25.344,75;653.212,50;2.317.993,75;1.823.852,25;636.011,50;251.587,75;238.823,00
28.11.2022;05.12.2022;766.334,00;207.914,75;527.653,50;1.034.296,75;93.314,50;29.841,00;627.434,75;2.364.143,50;2.320.192,75;1.069.830,50;241.467,00;249.958,50
05.12.2022;12.12.2022;773.456,50;188.726,50;437.419,00;812.368,25;122.676,25;31.484,25;621.996,50;2.441.404,25;2.323.812,25;1.174.799,50;233.719,25;263.695,50
12.12.2022;19.12.2022;801.098,00;205.200,50;520.523,50;1.016.671,00;145.519,75;28.014,50;622.861,50;2.470.294,75;2.154.318,75;1.209.612,00;295.521,50;249.491,25
19.12.2022;26.12.2022;794.606,50;217.316,75;605.922,25;2.919.702,00;127.758,00;26.454,50;605.882,00;1.920.364,50;1.047.397,50;573.010,50;235.720,25;225.948,75
26.12.2022;02.01.2023;774.880,25;229.825,25;832.457,50;4.486.426,00;252.634,00;22.231,75;562.545,25;823.450,75;533.191,50;311.209,50;215.011,25;207.338,75
02.01.2023;09.01.2023;796.467,25;211.999,25;797.490,00;3.928.421,25;210.057,00;23.631,00;408.369,50;1.481.022,25;743.031,75;445.158,75;251.349,25;206.395,00
09.01.2023;16.01.2023;797.516,00;234.016,50;777.251,50;5.268.951,50;179.727,00;22.977,75;396.188,00;1.364.678,75;846.487,75;487.898,75;264.329,75;208.054,00
16.01.2023;23.01.2023;809.239,50;232.034,25;517.969,75;2.320.955,00;225.419,00;26.492,25;407.669,00;2.236.492,75;1.926.747,75;1.089.233,00;234.427,00;212.674,50
23.01.2023;30.01.2023;818.935,00;234.525,75;361.527,50;967.174,00;117.773,75;29.727,75;358.099,00;2.473.533,75;2.080.321,00;1.392.692,50;253.814,00;240.258,00
30.01.2023;06.02.2023;801.380,25;201.389,25;516.102,25;4.291.641,25;256.454,00;27.677,50;358.075,25;1.588.360,00;1.182.122,50;1.049.762,50;189.927,00;231.895,25
06.02.2023;13.02.2023;814.065,50;204.230,50;415.505,00;1.812.526,00;686.842,00;28.338,25;494.777,75;2.201.869,50;1.825.444,50;1.537.715,00;211.142,75;236.436,75
13.02.2023;20.02.2023;809.374,25;197.996,50;338.601,00;2.602.428,00;534.924,25;26.985,00;507.399,25;1.983.032,50;1.522.913,00;1.216.943,50;179.530,00;231.687,50
20.02.2023;27.02.2023;808.675,25;197.433,25;517.492,00;2.853.054,50;610.100,00;27.078,75;501.729,25;1.905.283,25;1.269.837,75;1.152.551,75;153.551,75;233.256,75
27.02.2023;06.03.2023;811.712,75;197.711,75;275.432,25;1.476.108,75;913.653,25;32.750,00;498.367,50;2.219.801,75;1.503.343,50;1.593.159,25;211.814,00;242.734,00
06.03.2023;13.03.2023;793.204,25;199.595,00;466.551,00;2.561.166,50;559.917,75;31.858,50;490.798,00;1.866.113,75;1.176.451,25;1.408.609,00;241.355,50;222.553,00
13.03.2023;20.03.2023;768.822,75;218.424,75;578.427,75;3.018.458,75;1.039.139,50;27.672,75;482.017,25;1.521.459,50;731.671,75;840.145,25;247.133,75;231.061,75
20.03.2023;27.03.2023;745.254,00;216.060,00;673.889,50;3.279.831,50;826.072,75;23.801,25;472.315,75;1.287.092,75;710.413,00;853.304,50;244.781,00;226.284,00
27.03.2023;03.04.2023;762.611,75;246.716,25;685.782,00;3.057.252,00;915.386,50;25.100,75;471.871,75;1.347.916,75;632.565,25;755.852,00;284.375,25;222.873,00
03.04.2023;10.04.2023;771.018,00;225.135,00;240.978,00;899.065,50;1.496.133,50;26.175,50;460.369,75;1.837.871,25;889.402,00;990.231,00;264.760,75;211.359,00
10.04.2023;17.04.2023;758.492,25;221.741,25;529.515,25;2.202.732,00;1.068.664,75;25.506,00;373.655,75;1.420.183,00;567.785,25;759.256,75;231.002,50;217.769,75
17.04.2023;24.04.2023;727.413,50;240.577,25;373.713,00;2.366.707,00;1.389.322,50;25.839,00;0,00;1.505.642,25;756.307,75;823.555,00;248.663,00;211.206,00
24.04.2023;01.05.2023;724.363,50;279.985,25;363.872,25;1.867.898,75;1.368.776,25;24.223,50;0,00;1.664.813,75;572.063,25;849.777,75;234.895,50;192.578,25
01.05.2023;08.05.2023;727.560,50;331.654,75;425.515,50;1.462.957,00;1.716.669,75;22.759,00;0,00;1.443.858,50;340.683,50;759.705,00;218.040,50;209.564,25
08.05.2023;15.05.2023;729.567,25;351.417,25;255.387,50;1.445.704,00;1.492.939,25;22.170,50;0,00;1.474.538,50;576.340,75;836.730,50;230.978,25;193.916,50
15.05.2023;22.05.2023;729.760,75;342.260,00;377.234,00;1.848.612,75;1.751.317,75;21.362,25;0,00;1.006.924,50;310.514,75;756.167,00;250.530,00;202.880,75
22.05.2023;29.05.2023;708.302,75;355.114,50;368.344,75;1.418.610,75;2.009.495,25;19.730,00;0,00;1.023.921,75;279.652,50;818.614,25;244.597,50;221.997,00
29.05.2023;05.06.2023;708.697,50;353.771,50;292.824,00;1.332.500,50;2.392.709,50;19.294,50;0,00;715.579,75;238.245,50;745.246,50;211.402,50;177.092,00
05.06.2023;12.06.2023;701.793,50;350.215,75;309.442,00;1.137.679,75;2.172.523,25;17.213,00;0,00;926.997,75;288.419,00;974.477,00;223.671,25;158.649,25
12.06.2023;19.06.2023;692.076,50;329.189,50;241.073,50;1.019.514,25;2.232.783,00;16.581,75;0,00;1.361.685,00;428.527,50;881.997,50;193.152,00;175.607,25
19.06.2023;26.06.2023;680.503,50;331.576,25;247.414,25;1.019.567,50;1.895.898,00;15.670,00;0,00;1.690.254,75;441.626,25;1.034.370,25;183.110,75;185.217,25
26.06.2023;03.07.2023;682.329,75;304.049,75;450.264,50;1.769.574,25;1.697.357,50;16.463,25;0,00;1.323.128,25;431.800,50;915.438,50;152.713,25;195.216,00
03.07.2023;10.07.2023;684.889,00;299.443,00;448.760,25;2.020.229,75;2.093.521,75;16.666,50;0,00;1.112.042,75;388.648,50;756.240,50;152.610,50;187.290,75
10.07.2023;17.07.2023;666.169,00;301.624,50;396.507,50;1.763.911,25;1.948.276,50;15.920,75;0,00;1.168.334,75;290.757,75;968.095,75;168.889,00;215.313,75
17.07.2023;24.07.2023;679.360,25;306.218,50;358.421,25;1.391.772,25;1.743.879,75;16.041,00;0,00;1.124.586,50;423.355,75;1.011.389,50;160.345,50;230.456,50
24.07.2023;31.07.2023;684.341,00;323.473,75;343.281,00;1.863.005,00;1.306.356,75;16.468,75;0,00;922.094,50;330.678,75;754.372,50;162.173,00;240.565,25
31.07.2023;07.08.2023;685.549,75;337.359,75;325.093,75;2.533.011,00;1.207.820,25;16.666,50;0,00;654.659,00;328.244,75;595.496,75;200.672,25;213.434,50
07.08.2023;14.08.2023;683.970,75;334.218,25;383.883,75;1.842.115,25;1.611.849,00;16.435,00;0,00;870.177,50;380.519,25;746.969,50;186.259,50;207.427,50
14.08.2023;21.08.2023;679.587,75;322.422,75;303.501,00;648.877,00;1.738.477,25;16.589,75;0,00;1.124.403,50;419.372,50;881.288,25;196.909,50;220.417,50
21.08.2023;28.08.2023;684.446,75;307.907,25;125.611,50;666.885,50;1.535.903,25;16.046,00;0,00;1.746.262,50;768.809,25;1.127.504,25;194.143,75;240.718,75
28.08.2023;04.09.2023;688.619,50;330.496,00;176.057,75;825.053,00;1.230.853,00;16.755,75;0,00;1.661.829,00;576.247,00;1.014.391,00;171.790,50;230.500,50
04.09.2023;11.09.2023;670.710,25;316.342,50;165.326,25;842.825,75;1.973.847,50;18.070,75;0,00;1.475.479,50;487.375,00;951.206,00;196.221,25;238.157,50
11.09.2023;18.09.2023;666.509,75;297.595,25;259.039,75;688.996,00;1.552.239,50;20.723,50;0,00;1.703.688,00;759.794,75;972.663,50;206.804,00;238.944,25
18.09.2023;25.09.2023;666.507,00;286.906,50;405.051,75;2.519.142,00;1.203.590,75;20.761,25;0,00;1.247.567,50;519.754,00;621.581,00;215.672,25;247.953,75
25.09.2023;02.10.2023;703.849,50;261.736,00;492.806,75;1.159.881,25;1.418.954,75;21.414,50;0,00;1.542.837,25;675.786,25;764.514,50;212.066,00;240.329,25
02.10.2023;09.10.2023;704.396,00;221.020,50;507.508,50;2.936.149,50;1.008.728,25;21.751,00;0,00;1.106.284,00;501.178,25;782.744,00;225.349,75;246.239,75
09.10.2023;16.10.2023;680.849,00;218.310,00;574.628,75;3.167.566,75;816.442,25;21.408,50;0,00;1.354.152,25;762.867,50;900.670,50;249.026,00;254.387,50
16.10.2023;23.10.2023;662.745,00;209.709,25;589.000,00;2.616.094,00;734.775,50;22.825,25;0,00;1.623.633,25;808.386,25;853.363,50;212.298,75;247.070,75
23.10.2023;30.10.2023;714.643,00;232.321,50;712.482,50;2.055.766,25;465.281,25;24.198,75;0,00;1.907.757,00;919.238,75;977.898,25;211.978,50;235.877,00
30.10.2023;06.11.2023;710.858,75;280.543,75;686.225,50;3.942.228,00;454.720,00;21.808,50;0,00;990.382,25;430.124,50;663.762,75;208.790,50;240.690,50
06.11.2023;13.11.2023;712.655,75;263.646,00;569.142,75;3.587.106,00;449.641,50;24.860,50;0,00;1.711.907,25;605.220,50;913.107,00;210.218,75;224.671,50
13.11.2023;20.11.2023;727.998,75;314.773,25;469.373,75;3.415.071,25;296.596,00;26.716,75;0,00;1.724.309,00;879.404,50;1.096.602,25;228.349,50;243.685,00
20.11.2023;27.11.2023;715.121,00;316.826,50;472.484,50;3.296.543,00;264.833,50;28.217,00;0,00;1.781.871,75;1.254.757,00;1.361.457,25;173.175,00;228.530,00
27.11.2023;04.12.2023;712.979,25;317.563,75;375.376,00;1.354.189,75;100.353,25;29.902,00;0,00;2.515.414,00;1.750.737,25;1.988.197,75;212.712,50;239.441,75
04.12.2023;11.12.2023;718.664,00;295.889,00;678.513,25;2.607.403,50;121.465,75;27.750,00;0,00;2.198.046,25;1.241.626,75;1.672.228,50;202.115,75;243.406,00
11.12.2023;18.12.2023;711.881,75;298.439,00;582.697,25;2.630.076,50;206.541,75;23.620,75;0,00;2.122.194,25;1.045.499,50;1.361.536,00;223.030,75;236.486,50
18.12.2023;25.12.2023;714.147,00;296.784,75;762.909,75;5.595.924,25;179.320,75;18.127,75;0,00;888.151,75;538.784,25;828.509,75;247.882,50;233.314,50
25.12.2023;01.01.2024;706.943,25;288.883,25;849.646,50;5.023.701,25;250.484,00;17.623,75;0,00;596.182,75;340.228,50;570.570,25;244.678,75;237.629,75
01.01.2024;08.01.2024;704.454,25;291.448,50;744.640,50;3.782.731,50;167.577,50;23.406,00;0,00;1.251.045,25;464.225,25;974.322,25;193.943,75;216.609,00
08.01.2024;15.01.2024;721.922,50;314.090,00;533.697,00;2.071.854,75;332.402,75;25.883,50;0,00;2.146.960,50;1.372.354,00;1.984.106,00;225.294,75;233.089,75
15.01.2024;22.01.2024;721.289,00;289.534,00;751.975,75;3.312.314,25;238.976,25;23.889,00;0,00;1.909.971,50;1.090.420,25;1.814.178,25;228.336,50;203.146,50
22.01.2024;29.01.2024;713.505,00;306.838,00;708.449,75;4.938.470,50;480.045,00;22.287,00;0,00;862.150,00;729.395,25;1.176.424,75;204.587,25;207.151,75
29.01.2024;05.02.2024;718.861,50;314.986,00;779.271,25;4.410.063,50;453.421,50;24.098,75;-;1.137.764,50;774.235,25;1.135.460,50;230.899,75;234.018,50
05.02.2024;12.02.2024;714.027,00;291.731,00;759.711,50;3.824.109,75;357.637,25;24.398,50;-;1.454.503,75;669.373,25;1.219.378,75;220.361,00;231.298,75
12.02.2024;19.02.2024;720.395,00;284.436,75;630.540,25;2.519.333,50;579.022,00;23.732,00;-;1.677.283,25;633.638,25;1.167.750,25;205.318,25;228.899,25
19.02.2024;26.02.2024;741.757,50;312.810,75;622.221,00;3.609.084,50;682.676,25;17.018,50;-;1.221.569,00;556.624,25;1.077.338,50;236.953,50;222.758,50
26.02.2024;04.03.2024;745.624,50;291.140,75;599.661,75;1.666.803,25;883.486,50;14.969,50;-;1.793.313,75;559.623,00;1.331.976,25;207.465,25;229.949,00
04.03.2024;11.03.2024;737.534,50;274.616,00;728.378,50;2.175.232,00;1.021.789,25;14.995,50;-;1.813.332,50;723.738,75;1.241.005,75;215.421,50;228.425,50
11.03.2024;18.03.2024;728.040,50;269.821,75;697.701,75;2.061.914,75;1.005.397,75;15.479,25;-;1.512.417,25;546.824,50;1.161.079,25;243.647,00;226.194,75
18.03.2024;25.03.2024;741.628,00;309.295,50;600.102,50;2.049.574,25;1.129.117,75;14.479,50;-;1.498.015,00;521.459,50;1.162.584,00;234.008,00;221.219,25
25.03.2024;01.04.2024;732.802,25;288.353,75;397.558,75;2.174.608,25;1.300.334,25;15.689,50;-;1.012.843,25;426.110,00;862.887,50;286.739,00;221.306,38
01.04.2024;08.04.2024;728.014,25;291.537,50;621.180,75;3.232.257,25;1.256.602,50;13.809,25;-;744.353,00;336.264,50;738.104,00;243.398,25;217.912,75
08.04.2024;15.04.2024;669.896,00;316.869,50;622.522,00;2.320.541,00;1.679.573,50;14.272,50;-;826.158,50;372.923,25;785.359,25;295.720,75;197.873,50
15.04.2024;22.04.2024;706.546,25;351.801,00;465.642,00;2.348.002,00;1.299.160,50;16.536,00;-;1.089.943,75;438.256,75;911.690,00;247.412,25;188.500,75
22.04.2024;29.04.2024;729.442,25;321.862,75;347.961,75;1.383.050,00;1.743.712,50;14.693,75;-;1.379.911,00;412.744,75;1.276.969,00;247.898,50;198.742,00
29.04.2024;06.05.2024;688.902,25;328.975,25;500.000,50;1.822.297,25;1.979.124,50;15.809,00;-;800.663,25;235.508,00;720.338,00;260.985,75;198.120,50
06.05.2024;13.05.2024;707.024,75;370.957,25;118.125,25;717.927,50;2.072.555,75;17.922,00;-;1.136.519,25;224.957,50;940.907,75;246.265,50;222.782,50
13.05.2024;20.05.2024;689.941,75;388.681,25;490.459,25;2.216.429,50;2.080.581,00;14.841,25;-;785.100,25;317.003,00;734.481,75;305.721,50;231.035,75
20.05.2024;27.05.2024;669.603,75;403.335,50;300.774,75;1.072.188,75;1.935.309,75;16.744,50;-;1.190.335,25;244.599,00;817.907,00;254.946,50;187.201,75
27.05.2024;03.06.2024;695.951,25;383.971,25;442.643,25;1.274.135,50;1.562.348,25;15.872,50;-;1.287.370,50;172.517,00;719.061,75;236.989,25;181.931,75
03.06.2024;10.06.2024;729.161,50;341.888,75;471.607,25;1.154.846,00;2.170.626,75;16.407,00;-;1.281.569,50;200.262,75;893.552,50;283.729,00;184.893,25
10.06.2024;17.06.2024;728.098,00;366.948,50;493.643,00;1.928.656,25;2.008.088,25;14.488,25;-;1.071.478,25;244.727,75;645.824,25;245.045,25;168.587,75
17.06.2024;24.06.2024;715.839,25;415.437,25;179.837,25;977.698,50;1.982.599,25;14.356,00;-;1.477.241,25;343.852,50;807.659,50;255.930,25;165.907,00
24.06.2024;01.07.2024;708.264,50;434.246,50;215.616,50;1.031.822,25;2.448.315,75;15.250,25;-;1.240.874,50;259.702,25;726.856,50;277.114,50;177.332,25
