Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
14.06.2021;21.06.2021;3.190.421,00;284.796,00;897.431,75;2.008.193,25
21.06.2021;28.06.2021;2.195.246,50;157.367,00;557.145,75;1.480.733,75
28.06.2021;05.07.2021;2.368.597,25;220.767,00;806.978,00;1.340.852,25
05.07.2021;12.07.2021;2.415.284,25;235.356,50;923.824,50;1.256.103,25
12.07.2021;19.07.2021;2.804.662,50;391.930,25;1.034.465,00;1.378.267,25
19.07.2021;26.07.2021;2.428.802,25;192.651,75;606.665,00;1.629.485,50
26.07.2021;02.08.2021;3.644.521,25;417.592,75;1.813.544,00;1.413.384,50
02.08.2021;09.08.2021;2.680.495,25;290.403,00;1.137.680,75;1.252.411,50
09.08.2021;16.08.2021;2.888.813,50;359.279,75;926.187,25;1.603.346,50
16.08.2021;23.08.2021;3.526.908,00;460.964,25;2.034.798,50;1.031.145,25
23.08.2021;30.08.2021;3.102.152,00;572.764,75;1.519.963,25;1.009.424,00
30.08.2021;06.09.2021;2.412.705,50;190.151,25;821.516,50;1.401.037,75
06.09.2021;13.09.2021;2.074.296,75;158.852,00;596.616,50;1.318.828,25
13.09.2021;20.09.2021;2.181.451,75;314.866,75;917.104,25;949.480,75
20.09.2021;27.09.2021;2.901.856,50;425.246,50;1.489.368,50;987.241,50
27.09.2021;04.10.2021;4.001.109,75;667.591,50;2.436.659,75;896.858,50
04.10.2021;11.10.2021;2.399.048,00;359.268,25;1.198.540,00;841.239,75
11.10.2021;18.10.2021;3.031.235,50;686.555,00;1.694.169,00;650.511,50
18.10.2021;25.10.2021;4.844.552,00;754.804,50;3.419.654,00;670.093,50
25.10.2021;01.11.2021;3.900.197,75;767.946,00;2.431.244,50;701.007,25
01.11.2021;08.11.2021;3.178.042,25;545.672,75;2.308.198,75;324.170,75
08.11.2021;15.11.2021;1.866.037,75;455.114,50;992.767,00;418.156,25
15.11.2021;22.11.2021;2.928.564,00;677.816,25;2.086.198,75;164.549,00
22.11.2021;29.11.2021;2.150.517,75;602.280,00;1.336.174,00;212.063,75
29.11.2021;06.12.2021;4.104.265,75;691.609,75;3.257.042,50;155.613,50
06.12.2021;13.12.2021;2.471.362,25;615.561,25;1.728.333,00;127.468,00
13.12.2021;20.12.2021;2.343.757,50;555.631,50;1.680.555,25;107.570,75
20.12.2021;27.12.2021;2.039.182,25;276.100,25;1.528.074,75;235.007,25
27.12.2021;03.01.2022;4.402.644,50;780.582,00;3.473.589,50;148.473,00
03.01.2022;10.01.2022;4.455.782,00;845.826,00;3.423.112,75;186.843,25
10.01.2022;17.01.2022;2.349.949,00;531.190,50;1.576.248,50;242.510,00
17.01.2022;24.01.2022;3.865.733,50;738.326,25;2.904.749,00;222.658,25
24.01.2022;31.01.2022;4.474.841,25;719.551,00;3.496.245,25;259.045,00
31.01.2022;07.02.2022;5.550.014,25;825.315,00;4.501.261,25;223.438,00
07.02.2022;14.02.2022;4.907.432,75;817.594,50;3.509.749,25;580.089,00
14.02.2022;21.02.2022;6.550.811,25;799.945,25;5.299.436,75;451.429,25
21.02.2022;28.02.2022;5.385.845,00;715.568,00;3.888.922,00;781.355,00
28.02.2022;07.03.2022;2.347.065,50;280.965,25;908.724,75;1.157.375,50
07.03.2022;14.03.2022;4.175.991,50;518.282,00;2.199.748,50;1.457.961,00
14.03.2022;21.03.2022;3.594.137,75;402.968,25;2.109.557,00;1.081.612,50
21.03.2022;28.03.2022;2.505.213,00;138.011,50;741.965,25;1.625.236,25
28.03.2022;04.04.2022;3.113.603,25;404.165,00;1.907.167,50;802.270,75
04.04.2022;11.04.2022;5.978.762,75;732.153,00;4.407.731,25;838.878,50
11.04.2022;18.04.2022;3.143.025,75;336.394,00;1.239.931,50;1.566.700,25
18.04.2022;25.04.2022;3.831.005,50;488.562,75;1.810.496,25;1.531.946,50
25.04.2022;02.05.2022;2.112.210,25;108.600,50;572.146,50;1.431.463,25
02.05.2022;09.05.2022;2.205.021,75;122.518,00;457.231,75;1.625.272,00
09.05.2022;16.05.2022;3.927.012,25;435.672,75;1.615.461,00;1.875.878,50
16.05.2022;23.05.2022;3.466.779,50;275.926,25;1.430.343,00;1.760.510,25
23.05.2022;30.05.2022;4.736.745,00;658.806,00;2.567.936,50;1.510.002,50
30.05.2022;06.06.2022;2.744.577,00;166.873,00;789.789,75;1.787.914,25
06.06.2022;13.06.2022;3.251.622,75;414.677,25;1.176.617,25;1.660.328,25
13.06.2022;20.06.2022;3.306.192,75;220.596,75;1.028.486,00;2.057.110,00
20.06.2022;27.06.2022;2.801.346,75;201.865,75;805.438,75;1.794.042,25
27.06.2022;04.07.2022;2.941.752,75;280.397,50;921.528,75;1.739.826,50
04.07.2022;11.07.2022;4.023.472,75;575.893,25;1.799.867,00;1.647.712,50
11.07.2022;18.07.2022;3.393.765,50;349.605,00;1.157.809,00;1.886.351,50
18.07.2022;25.07.2022;3.115.283,75;350.348,25;831.484,00;1.933.451,50
25.07.2022;01.08.2022;3.070.736,00;315.414,00;1.103.618,50;1.651.703,50
01.08.2022;08.08.2022;2.853.400,00;269.861,00;738.567,50;1.844.971,50
08.08.2022;15.08.2022;2.933.516,75;94.269,00;802.357,25;2.036.890,50
15.08.2022;22.08.2022;2.088.670,00;166.403,25;548.612,75;1.373.654,00
22.08.2022;29.08.2022;2.624.099,00;307.674,75;836.986,25;1.479.438,00
29.08.2022;05.09.2022;3.130.114,75;396.357,00;1.212.879,50;1.520.878,25
05.09.2022;12.09.2022;2.732.680,75;337.253,25;1.199.376,00;1.196.051,50
12.09.2022;19.09.2022;3.885.705,75;729.040,50;2.235.994,75;920.670,50
19.09.2022;26.09.2022;2.169.835,50;318.096,00;712.144,50;1.139.595,00
26.09.2022;03.10.2022;3.222.288,75;479.780,25;2.012.920,75;729.587,75
03.10.2022;10.10.2022;4.113.818,25;729.605,00;2.223.317,00;1.160.896,25
10.10.2022;17.10.2022;2.640.725,50;479.205,75;1.355.716,75;805.803,00
17.10.2022;24.10.2022;2.901.426,75;480.573,25;1.680.605,25;740.248,25
24.10.2022;31.10.2022;3.319.954,00;529.235,75;2.031.389,25;759.329,00
31.10.2022;07.11.2022;4.037.858,50;791.937,50;2.670.287,25;575.633,75
07.11.2022;14.11.2022;4.073.380,00;715.208,75;2.786.442,50;571.728,75
14.11.2022;21.11.2022;3.375.345,50;609.381,50;2.410.846,25;355.117,75
21.11.2022;28.11.2022;2.851.832,50;624.579,75;1.927.601,75;299.651,00
28.11.2022;05.12.2022;1.761.708,25;504.836,00;1.138.572,00;118.300,25
05.12.2022;12.12.2022;1.397.799,00;397.496,25;872.078,00;128.224,75
12.12.2022;19.12.2022;1.734.921,50;457.557,25;1.038.990,50;238.373,75
19.12.2022;26.12.2022;3.658.711,75;621.691,00;2.915.832,75;121.188,00
26.12.2022;02.01.2023;5.656.072,25;830.355,00;4.560.595,00;265.122,25
02.01.2023;09.01.2023;4.750.547,50;784.870,50;3.748.488,75;217.188,25
09.01.2023;16.01.2023;6.143.685,00;840.081,75;5.135.795,50;167.807,75
16.01.2023;23.01.2023;3.101.055,25;474.249,50;2.367.104,25;259.701,50
23.01.2023;30.01.2023;1.586.022,00;368.316,75;1.058.405,25;159.300,00
30.01.2023;06.02.2023;5.362.254,50;609.016,50;4.515.826,25;237.411,75
06.02.2023;13.02.2023;2.900.882,00;424.639,00;1.764.066,50;712.176,50
13.02.2023;20.02.2023;3.432.521,75;344.165,50;2.523.807,75;564.548,50
20.02.2023;27.02.2023;4.008.222,75;510.293,75;2.880.153,50;617.775,50
27.02.2023;06.03.2023;2.754.630,50;260.636,25;1.533.163,50;960.830,75
06.03.2023;13.03.2023;3.645.401,50;442.735,25;2.673.629,75;529.036,50
13.03.2023;20.03.2023;4.687.230,00;578.955,25;3.122.138,50;986.136,25
20.03.2023;27.03.2023;4.865.957,00;671.303,25;3.378.335,00;816.318,75
27.03.2023;03.04.2023;4.533.929,25;622.556,75;3.054.535,75;856.836,75
03.04.2023;10.04.2023;2.550.641,50;221.874,00;893.609,00;1.435.158,50
10.04.2023;17.04.2023;3.755.432,50;501.747,50;2.199.978,00;1.053.707,00
17.04.2023;24.04.2023;4.278.855,50;443.284,50;2.385.124,50;1.450.446,50
24.04.2023;01.05.2023;3.663.792,75;381.041,50;1.890.149,50;1.392.601,75
01.05.2023;08.05.2023;3.518.996,00;404.794,50;1.447.302,75;1.666.898,75
08.05.2023;15.05.2023;3.239.686,25;283.547,75;1.486.564,00;1.469.574,50
15.05.2023;22.05.2023;3.966.451,50;380.764,75;1.804.057,75;1.781.629,00
22.05.2023;29.05.2023;3.774.902,50;366.546,75;1.374.464,50;2.033.891,25
29.05.2023;05.06.2023;4.005.569,75;298.290,50;1.330.898,25;2.376.381,00
05.06.2023;12.06.2023;3.609.996,00;288.148,00;1.154.835,25;2.167.012,75
12.06.2023;19.06.2023;3.422.123,50;228.578,50;1.004.121,00;2.189.424,00
19.06.2023;26.06.2023;3.066.159,75;190.793,25;994.190,50;1.881.176,00
26.06.2023;03.07.2023;3.916.757,50;417.916,75;1.810.971,25;1.687.869,50
03.07.2023;10.07.2023;4.634.828,00;443.344,75;2.063.946,50;2.127.536,75
10.07.2023;17.07.2023;4.138.876,00;396.820,50;1.769.137,50;1.972.918,00
17.07.2023;24.07.2023;3.477.544,50;356.970,25;1.400.894,25;1.719.680,00
24.07.2023;31.07.2023;3.426.384,25;309.108,25;1.850.031,75;1.267.244,25
31.07.2023;07.08.2023;3.958.765,00;300.418,50;2.490.121,00;1.168.225,50
07.08.2023;14.08.2023;4.016.358,75;406.801,00;1.956.901,50;1.652.656,25
14.08.2023;21.08.2023;2.723.644,25;277.922,25;647.296,50;1.798.425,50
21.08.2023;28.08.2023;2.325.019,00;113.945,00;632.338,25;1.578.735,75
28.08.2023;04.09.2023;2.125.444,25;143.186,50;782.211,50;1.200.046,25
04.09.2023;11.09.2023;3.013.326,75;155.848,25;815.567,25;2.041.911,25
11.09.2023;18.09.2023;2.474.271,50;225.532,75;670.303,75;1.578.435,00
18.09.2023;25.09.2023;4.230.010,75;460.555,50;2.558.743,75;1.210.711,50
25.09.2023;02.10.2023;3.034.008,00;461.812,75;1.143.598,50;1.428.596,75
02.10.2023;09.10.2023;4.369.968,75;500.515,00;2.830.535,25;1.038.918,50
09.10.2023;16.10.2023;4.576.722,50;586.522,75;3.160.499,00;829.700,75
16.10.2023;23.10.2023;3.898.002,75;564.941,00;2.612.209,25;720.852,50
23.10.2023;30.10.2023;3.167.043,25;672.287,50;2.035.250,25;459.505,50
30.10.2023;06.11.2023;4.931.249,75;669.706,75;3.807.299,00;454.244,00
06.11.2023;13.11.2023;4.509.287,75;536.620,50;3.524.347,75;448.319,50
13.11.2023;20.11.2023;4.139.105,75;454.899,50;3.402.093,50;282.112,75
20.11.2023;27.11.2023;4.030.503,75;512.227,75;3.238.548,25;279.727,75
27.11.2023;04.12.2023;1.899.209,75;340.960,75;1.398.871,00;159.378,00
04.12.2023;11.12.2023;3.385.438,75;659.291,50;2.605.958,50;120.188,75
11.12.2023;18.12.2023;3.337.915,00;608.514,00;2.536.421,00;192.980,00
18.12.2023;25.12.2023;6.591.016,00;709.510,00;5.712.804,00;168.702,00
25.12.2023;01.01.2024;6.127.388,00;746.192,25;5.124.629,25;256.566,50
01.01.2024;08.01.2024;4.747.867,00;686.877,25;3.894.831,00;166.158,75
08.01.2024;15.01.2024;3.129.839,00;511.319,00;2.221.202,00;397.318,00
15.01.2024;22.01.2024;4.345.358,50;739.677,75;3.348.030,00;257.650,75
22.01.2024;29.01.2024;6.119.482,25;722.033,25;4.968.557,75;428.891,25
29.01.2024;05.02.2024;5.576.237,25;767.226,75;4.368.114,25;440.896,25
05.02.2024;12.02.2024;4.977.324,00;708.739,50;3.899.059,75;369.524,75
12.02.2024;19.02.2024;3.748.299,00;613.194,50;2.561.177,50;573.927,00
19.02.2024;26.02.2024;5.019.265,75;654.928,50;3.672.607,25;691.730,00
26.02.2024;04.03.2024;3.228.303,25;578.649,00;1.715.451,50;934.202,75
04.03.2024;11.03.2024;3.924.668,00;704.097,25;2.156.458,00;1.064.112,75
11.03.2024;18.03.2024;3.705.399,50;697.568,75;2.054.358,25;953.472,50
18.03.2024;25.03.2024;3.725.126,75;576.453,00;2.071.746,00;1.076.927,75
25.03.2024;01.04.2024;3.992.100,25;410.601,50;2.212.933,00;1.368.565,75
01.04.2024;08.04.2024;5.176.505,25;664.326,25;3.301.888,00;1.210.291,00
08.04.2024;15.04.2024;4.686.035,50;641.471,75;2.383.380,50;1.661.183,25
15.04.2024;22.04.2024;3.982.976,50;443.086,00;2.339.720,25;1.200.170,25
22.04.2024;29.04.2024;3.320.829,00;345.426,50;1.334.121,00;1.641.281,50
29.04.2024;06.05.2024;4.277.981,00;535.839,50;1.822.583,75;1.919.557,75
06.05.2024;13.05.2024;2.883.260,00;136.683,50;758.541,50;1.988.035,00
13.05.2024;20.05.2024;5.047.665,00;622.455,25;2.331.360,00;2.093.849,75
20.05.2024;27.05.2024;3.260.530,75;326.384,50;1.017.262,00;1.916.884,25
27.05.2024;03.06.2024;3.157.376,00;413.556,75;1.189.438,25;1.554.381,00
03.06.2024;10.06.2024;3.844.993,00;482.786,25;1.163.207,25;2.198.999,50
10.06.2024;17.06.2024;4.456.280,75;512.703,25;1.948.213,00;1.995.364,50
17.06.2024;24.06.2024;3.109.337,00;170.702,00;942.363,25;1.996.271,75
24.06.2024;01.07.2024;3.685.157,75;193.533,50;1.038.996,00;2.452.628,25
